2T43293798,2442090081
2T43299190,2212105770
2T43298993,2212107973
2T43298788,2212108286
2T43298262,2212111296
2T43298015,2212112512
2T43296413,2212124541
2ZJ5385094,2212157275
2ZJ5383623,2212158616
2ZJ5383332,2212158756
2ZJ5383140,2212158841
2ZJ5381933,2212159353
2ZJ5381794,2212159482
2ZJ5381144,2212160753
2ZJ5379929,2212161184
2ZJ5379822,2212161545
2ZJ5378693,2212162433
2ZJ5377762,2212164080
2ZJ5377751,2212164161
2ZJ5376693,2212168346
2ZJ5376660,2212168770
2ZJ5376582,2212168840
2ZJ5376457,2212168932
2ZJ5376121,2212169164
2ZJ5375472,2212169470
2ZJ5375141,2212170122
2ZJ5374999,2212170240
2ZJ5374911,2212170402
2ZJ5374759,2212170553
2ZJ5374318,2212170726
2ZJ5373792,2212170881
2ZJ5373695,2212171006
2ZJ5372875,2212172012
2ZJ5372845,2212172174
2ZJ5372213,2212172782
2ZJ5372033,2212172955
2ZJ5370597,2212173530
2ZJ5370005,2212173703
2ZJ5369772,2212173891
2ZJ5369770,2212174020
2ZJ5369763,2212174215
2ZJ5368994,2212174300
2ZJ5367751,2212174742
2ZJ5367620,2212174893
2ZJ5367441,2212175066
2ZJ5367113,2212175313
2ZJ5366626,2212176061
2ZJ5366357,2212176256
2T43296356,2442086732
2T43296150,2442086802
2T43296128,2442086953
2T43296098,2442087001
2T43296086,2442087056
2T43296051,2442087115
2T43295871,2442087421
2T43295844,2442087491
2T43295824,2442087605
2T43295722,2442087830
2T43295647,2442087896
2T43295611,2442088084
2T43295379,2442088305
2T43295348,2442088471
2T43295194,2442088515
2T43295064,2442088574
2T43294944,2442088681
2T43294880,2442088773
2T43294729,2442088865
2T43294684,2442088935
2T43294606,2442089020
2T43294544,2442089053
2T43294438,2442089543
2T43294235,2442089720
2T43294173,2442089893
2T43293810,2442089985
2T43300325,2442095445
2T43300298,2442095526
2T43300067,2442095725
2T43299802,2442095880
2T43299720,2442096311
2T43299535,2442096355
2T43299470,2442096381
2T43299440,2442096414
2T43299309,2442096554
2T43299125,2442096764
2T43299091,2442096996
2T43299085,2442097022
2T43298849,2442097173
2T43298703,2442097265
2T43298655,2442097361
2T43298646,2442097416
2T43298532,2442097490
2T43298335,2442097840
2T43298109,2442098116
2T43298073,2442098175
2T43298057,2442098411
2T43298011,2442098621
2T43297963,2442098680
2T43297815,2442098735
2T43297660,2442099376
2T43297657,2442099402
2T43297578,2442099505
2T43297539,2442099564
2T43297538,2442099623
2T43297483,2442099682
2T43297208,2442099951
2T43297199,2442100021
2T43297191,2442100065
2T43297179,2442100150
2T43297091,2442100216
2T43296952,2442100511
2T43296950,2442100662
2T43296848,2442100710
2T43296760,2442101082
2T43296734,2442101126
2T43296571,2442101756
2T43296467,2442102121
2ZJ5373479,2816089765
2ZJ5371503,2816090852
2T43294304,3480060231
2T43294049,3480060301
2T43296340,3480060404
2T43296149,3480060555
2T43296140,3480060640
2T43296106,3480060780
2T43296006,3480060975
2T43295997,3480061001
2T43295969,3480061045
2T43295955,3480061060
2T43295907,3480061082
2T43295854,3480061200
2T43295788,3480061336
2T43295781,3480061384
2T43295776,3480061480
2T43295640,3480061686
2T43295604,3480061760
2T43295462,3480061900
2T43295376,3480062051
2T43295375,3480062143
2T43294970,3480062283
2T43294913,3480062342
2T43294803,3480062390
2T43294538,3480062725
2T43294527,3480062773
2T43294498,3480062806
2T43294484,3480062832
2T43294475,3480063101
2T43294419,3480063156
2T43294343,3480063182
2T43294291,3480063230
2T43294287,3480063263
2T43294233,3480063344
2T43294204,3480063381
2T43294176,3480063425
2T43294054,3480063484
2T43293970,3480063543
2T43294009,3480063823
2T43300351,3480068701
2T43300331,3480068911
2T43300321,3480069283
2T43300233,3480069353
2T43300156,3480069434
2T43300094,3480069471
2T43300043,3480069563
2T43299843,3480069655
2T43299783,3480069740
2T43299371,3480070252
2T43299359,3480070296
2T43299225,3480070425
2T43299151,3480070506
2T43299121,3480070543
2T43299108,3480070742
2T43299084,3480070812
2T43298441,3480071103
2T43298399,3480071350
2T43298394,3480071383
2T43298308,3480071486
2T43298279,3480071501
2T43298260,3480071560
2T43298215,3480071582
2T43298182,3480071593
2T43297799,3480072562
2T43297609,3480072772
2T43297442,3480072912
2T43297283,3480072945
2T43297266,3480072982
2T43297261,3480073041
2T43297222,3480073111
2T43297088,3480073365
2T43297054,3480073402
2T43297047,3480073461
2T43297043,3480073531
2T43296981,3480073586
2T43296869,3480073866
2T43296830,3480073936
2T43296817,3480073973
2T43296804,3480074253
2T43296736,3480074312
2T43296671,3480074382
2T43296524,3480075421
2T43296496,3480075535
2T43296473,3480075561
2T43296466,3480075616
2T43296448,3480075664
2T43296363,3480075771
2ZJ5385274,5706527691
2ZJ5385170,5706527875
2ZJ5385007,5706528295
2ZJ5384634,5706528461
2ZJ5384541,5706528575
2ZJ5384357,5706528693
2ZJ5384228,5706529124
2ZJ5384166,5706529231
2ZJ5384082,5706529356
2ZJ5383592,5706529570
2ZJ5383087,5706530056
2ZJ5382479,5706530233
2ZJ5381552,5706530502
2ZJ5381442,5706530620
2ZJ5381014,5706531832
2ZJ5380435,5706531946
2ZJ5380182,5706531994
2ZJ5379847,5706532182
2ZJ5379846,5706532322
2ZJ5379577,5706532635
2ZJ5379492,5706532801
2ZJ5379229,5706532941
2ZJ5379124,5706533092
2ZJ5379108,5706533232
2ZJ5378641,5706534606
2ZJ5378149,5706534831
2ZJ5377511,5706537896
2ZJ5377289,5706538460
2ZJ5377033,5706538596
2ZJ5376960,5706538692
2ZJ5376861,5706538924
2ZJ5376741,5706539031
2ZJ5376294,5706539930
2ZJ5375641,5706540210
2ZJ5375353,5706540420
2ZJ5375326,5706540545
2ZJ5373249,5706541923
2ZJ5373196,5706542052
2ZJ5372879,5706542096
2ZJ5372333,5706543010
2ZJ5372256,5706543150
2ZJ5372218,5706543286
2ZJ5371514,5706543824
2ZJ5371325,5706544023
2ZJ5368137,5706545062
2ZJ5367981,5706545246
